Fighter_Name,Height,Reach,Wins,Losses,Draws,Str_Acc,Str_Def,Wins_DQ,Wins_Decision,Wins_KO_TKO,Wins_Submission,Wins_Round_1,Wins_Round_2,Wins_Round_3,Wins_Round_4,Wins_Round_5
Ali AlQaisi,66.0,68.0,8,5,0,42.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor Altamirano,68.0,70.0,12,5,0,53.0,53.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Patricia Alujas,64.0,64.0,9,3,0,31.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaime Alvarez,68.0,69.0,6,1,0,40.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel Alvarez,75.0,77.0,23,3,0,55.0,54.0,0.0,1.0,4.0,3.0,4.0,2.0,2.0,0.0,0.0
Amilcar Alves,72.0,0.0,15,12,0,46.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Warlley Alves,71.0,72.0,15,8,0,48.0,50.0,0.0,2.0,3.0,3.0,2.0,2.0,4.0,0.0,0.0
Rafael Alves,68.0,68.0,20,12,0,48.0,58.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Christopher Alvidrez,72.0,74.0,7,1,0,62.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mahamed Aly,74.0,78.0,4,1,0,66.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adlan Amagov,74.0,76.0,14,2,1,47.0,78.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Maiara Amanajas dos Santos,65.0,0.0,7,3,0,35.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JJ Ambrose,70.0,0.0,28,7,0,69.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alen Amedovski,70.0,74.0,8,4,0,30.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hyder Amil,69.0,70.0,11,2,0,52.0,51.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0
Hamid Amiri,0.0,0.0,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Makwan Amirkhani,70.0,72.0,17,9,0,44.0,46.0,0.0,2.0,1.0,4.0,4.0,1.0,2.0,0.0,0.0
Jaqueline Amorim,63.0,68.0,10,2,0,50.0,54.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0
Yaroslav Amosov,72.0,75.0,29,1,0,47.0,54.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Eryk Anders,73.0,75.0,17,9,0,48.0,50.0,0.0,4.0,5.0,0.0,2.0,2.0,5.0,0.0,0.0
Corey Anderson,75.0,79.0,14,5,0,46.0,59.0,0.0,7.0,3.0,0.0,2.0,1.0,7.0,0.0,0.0
Derek Anderson,72.0,0.0,14,3,0,37.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Megan Anderson,72.0,72.0,11,5,0,46.0,37.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0
Liam Anderson,75.0,75.0,6,3,0,52.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tatsuya Ando,64.0,68.0,14,4,1,19.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jessica Andrade,61.0,62.0,26,15,0,48.0,54.0,0.0,8.0,6.0,3.0,6.0,3.0,8.0,0.0,0.0
Fellipe Andrew,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angga,67.0,68.0,13,3,0,38.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julius Anglickas,75.0,0.0,5,1,0,78.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Collin Anglin,69.0,71.0,8,3,0,48.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chad Anheliger,66.0,64.0,13,8,0,46.0,53.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
Magomed Ankalaev,75.0,75.0,21,2,1,52.0,56.0,0.0,6.0,6.0,0.0,3.0,2.0,5.0,0.0,2.0
Gadzhimurad Antigulov,71.0,70.0,20,8,0,55.0,40.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
Angelo Antonio,0.0,0.0,1,4,0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vanilto Antunes,72.0,72.0,16,7,0,48.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jin Aoi,66.0,68.0,14,6,1,29.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aoriqileng,67.0,69.0,26,12,0,49.0,48.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0
Felipe Arantes,68.0,73.0,18,10,1,45.0,64.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0
Viviane Araujo,64.0,68.0,13,7,0,47.0,55.0,0.0,6.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0
Julio Arce,67.0,70.0,19,6,0,36.0,68.0,0.0,2.0,3.0,1.0,0.0,2.0,4.0,0.0,0.0
Alice Ardelean,63.0,62.0,11,7,0,45.0,62.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Gabriel Arges,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Argueta,67.0,68.0,9,3,0,43.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Hashem Arkhagha,74.0,75.0,6,1,0,44.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garrett Armfield,66.0,70.0,10,5,0,53.0,56.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Austin Arnett,72.0,72.0,16,6,0,41.0,62.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Eli Aronov,70.0,72.0,6,1,0,68.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Arroyo,75.0,73.0,9,5,0,66.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cesar Arzamendia,71.0,0.0,8,3,0,45.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kai Asakura,68.0,69.0,21,6,0,32.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Teddy Ash,73.0,73.0,14,5,0,61.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arman Ashimov,66.0,0.0,11,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yanal Ashmouz,69.0,69.0,8,2,0,50.0,50.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Asjabharan,66.0,0.0,7,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Askar Askar,67.0,69.0,11,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Askar Askarov,66.0,67.0,14,1,1,54.0,57.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Khusein Askhabov,68.0,69.0,23,1,0,26.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott Askham,75.0,75.0,14,4,0,46.0,52.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
Ibo Aslan,75.0,77.0,14,4,0,48.0,56.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0
Tom Aspinall,77.0,78.0,15,3,0,67.0,56.0,0.0,0.0,6.0,2.0,7.0,1.0,0.0,0.0,0.0
Steven Asplund,77.0,78.0,7,1,0,58.0,57.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Bruno Assis,74.0,0.0,8,4,0,43.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Aswell Jr.,68.0,69.0,11,3,0,45.0,54.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Olivier Aubin-Mercier,69.0,70.0,11,5,0,51.0,55.0,0.0,2.0,1.0,4.0,1.0,2.0,4.0,0.0,0.0
Jose Augusto,75.0,0.0,6,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Avila,67.0,0.0,13,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Avila,70.0,0.0,5,4,0,30.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julia Avila,67.0,68.0,9,4,0,42.0,55.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0
Javy Ayala,73.0,0.0,10,5,0,25.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jessin Ayari,72.0,73.0,16,6,0,37.0,58.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Ottman Azaitar,68.0,71.0,13,3,0,44.0,52.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
Hunter Azure,68.0,69.0,9,2,0,53.0,58.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Niklas Backstrom,73.0,0.0,11,3,0,41.0,40.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Izabela Badurek,65.0,0.0,6,3,0,71.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miguel Baeza,74.0,74.0,10,4,0,49.0,46.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0
Melsik Baghdasaryan,69.0,70.0,8,3,0,59.0,56.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
Ignacio Bahamondes,75.0,75.0,17,6,0,45.0,56.0,0.0,1.0,3.0,2.0,3.0,0.0,3.0,0.0,0.0
Bahatebole Batebolati,68.0,71.0,10,1,1,45.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Balajin,69.0,72.0,23,4,0,33.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oluwale Bamgbose,71.0,78.0,6,4,0,48.0,55.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Stephen Banaszak,72.0,0.0,5,5,0,47.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcin Bandel,70.0,0.0,15,7,0,50.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Humberto Bandenay,71.0,71.0,14,7,0,41.0,41.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Shauna Bannon,65.0,65.0,7,2,0,43.0,45.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Iwo Baraniewski,72.0,73.0,7,0,0,68.0,42.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Renan Barao,66.0,70.0,34,9,0,36.0,57.0,0.0,4.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0
Maycee Barber,65.0,65.0,15,2,0,53.0,54.0,0.0,6.0,4.0,0.0,1.0,3.0,6.0,0.0,0.0
Bryan Barberena,72.0,72.0,18,12,0,48.0,44.0,0.0,4.0,4.0,1.0,2.0,2.0,5.0,0.0,0.0
Djani Barbir,75.0,79.0,7,1,0,40.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dione Barbosa,66.0,66.0,8,4,0,45.0,66.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Marcio Barbosa,66.0,70.0,17,2,0,47.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raoni Barcelos,67.0,67.0,21,5,0,51.0,61.0,0.0,6.0,2.0,2.0,0.0,2.0,8.0,0.0,0.0
Daniel Barez,66.0,66.0,17,7,0,49.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Danny Barlow,74.0,79.0,9,2,0,51.0,52.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
Luke Barnatt,78.0,77.0,13,4,0,36.0,59.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Shonte Barnes,71.0,76.0,6,2,1,38.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Barnhizer,0.0,0.0,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peter Barrett,70.0,73.0,11,5,0,61.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marc-Andre Barriault,73.0,74.0,17,11,0,47.0,49.0,0.0,2.0,3.0,1.0,2.0,1.0,3.0,0.0,0.0
Dean Barry,70.0,72.0,4,2,0,40.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enrique Barzola,67.0,70.0,17,5,2,41.0,68.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
Javid Basharat,69.0,69.0,15,2,0,54.0,63.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
Farid Basharat,68.0,71.0,15,0,0,52.0,62.0,0.0,5.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0
Austin Bashi,66.0,70.0,14,1,0,47.0,48.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Namsrai Batbayar,64.0,68.0,9,1,0,39.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryan Battle,73.0,77.0,13,2,0,52.0,44.0,0.0,2.0,3.0,2.0,2.0,3.0,2.0,0.0,0.0
Alan Baudot,75.0,79.0,8,3,0,58.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario Bautista,69.0,69.0,17,3,0,48.0,54.0,0.0,6.0,1.0,4.0,3.0,2.0,6.0,0.0,0.0
Donovan Beard,74.0,78.0,7,2,0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ariel Beck,66.0,66.0,4,5,0,34.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Becker,70.0,71.0,13,6,0,39.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rolando Bedoya,71.0,74.0,14,5,0,47.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allan Begosso,65.0,66.0,7,2,1,40.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Azamat Bekoev,72.0,72.0,20,4,0,45.0,31.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
Mirsad Bektic,68.0,70.0,13,4,0,41.0,57.0,0.0,3.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0
Diana Belbita,67.0,68.0,15,10,0,41.0,51.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Yousri Belgaroui,78.0,79.0,9,3,0,66.0,61.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Rodolfo Bellato,75.0,75.0,13,3,1,60.0,46.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
Danilo Belluardo,72.0,74.0,12,5,0,61.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel Benitez,68.0,71.0,23,13,0,41.0,63.0,0.0,2.0,3.0,2.0,3.0,1.0,3.0,0.0,0.0
Benjamin Bennett,72.0,73.0,7,1,0,54.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lance Benoist,71.0,72.0,7,2,0,51.0,56.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Ryan Benoit,65.0,68.0,10,8,0,39.0,58.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0
Kenneth Bergh,74.0,74.0,8,0,0,75.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dennis Bermudez,66.0,66.0,17,9,0,46.0,59.0,0.0,7.0,1.0,2.0,1.0,1.0,8.0,0.0,0.0
Manny Bermudez,70.0,71.0,14,2,0,61.0,46.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0
Talita Bernardo,64.0,68.0,6,4,0,42.0,55.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Keith Berry,73.0,0.0,15,14,1,12.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anton Berzin,74.0,0.0,5,1,0,46.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khadzhi Bestaev,78.0,76.0,10,4,0,29.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KB Bhullar,76.0,78.0,8,2,0,49.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bibulatov Magomed,65.0,65.0,14,2,0,51.0,52.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Blake Bilder,68.0,68.0,8,2,1,48.0,53.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Jonas Bilharinho,71.0,75.0,9,1,1,60.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Birchler,75.0,0.0,7,4,0,46.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angad Bisht,67.0,67.0,10,3,0,51.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caio Bittencourt,72.0,75.0,14,7,0,16.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davi Bittencourt,65.0,65.0,14,4,0,66.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon Biyong,0.0,0.0,7,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sherrard Blackledge,71.0,75.0,5,1,0,49.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Da'Mon Blackshear,70.0,72.0,17,8,1,45.0,52.0,0.0,1.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0
Chasen Blair,70.0,71.0,7,4,0,39.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erin Blanchfield,64.0,66.0,14,2,0,44.0,58.0,0.0,4.0,0.0,4.0,1.0,3.0,3.0,0.0,1.0
Curtis Blaydes,76.0,80.0,19,5,0,50.0,58.0,0.0,6.0,8.0,0.0,1.0,6.0,6.0,0.0,1.0
Tereza Bleda,69.0,71.0,7,2,0,51.0,43.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Dashawn Boatwright,72.0,0.0,3,1,0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Bochniak,67.0,70.0,8,5,0,31.0,58.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
